episode,maker_reward,arb_reward
86,4.2766555291507755,-2.2559313205778264
87,36.19651571275507,-56.075803262723
88,-21.442768191800642,-0.41594143673765976
89,22.03694146903892,-30.14773991486077
90,3.738382691238749,-12.602379194740989
91,-3.8032182940788517,9.125381737099174
92,2.4243017739711528,-47.740917051496716
93,120.00637896486715,-47.28803594572476
94,-1.152131831646119,11.339818998648788
95,64.51760073753435,223.28523998315
96,6.033380297196519,-22.409974709043233
97,18.79955344051211,151.06030928472615
98,85.80620113579076,10.390914360412504
99,4.5243370556450335,14.27405611186216
100,0.31226391030572237,-7.3698096707342176
101,1.5064266631049334,-76.29215097004
102,12.89364442879248,-45.098351337350316
103,12.295744691430924,0.11443691375016075
104,17.507248996710395,-33.96293096637729
105,4.0824066999700275,7.029751026374518
106,27.564224097571856,-37.25132498993208
107,8.940704625975386,26.207059523186217
108,8.756800905042068,7.074609176997124
109,3.3986952730586055,43.49971347449753
110,2.166743723932148,-0.6717873205496014
111,-9.490543286487775,62.48651280166523
112,58.79921652325196,-44.86616951851779
113,14.283354511026998,-80.61722278355616
114,22.63789964092825,70.09989185036977
115,0.32477684945504504,-150.78792555381855
116,84.0463342885409,531.1673123035821
117,34.28343405636167,-5.993425232809496
118,-1.5281608944596794,0.8597085879414219
119,-16.93055728194212,212.72772396714828
120,0.5764442719855599,-13.595738497900495
121,4.446006792694027,59.346466612676934
122,5.448239208592466,4.682199874181632
123,0.9766112515929293,-2.046679919541157
124,-7.4728501995397965,10.571989378966105
125,0.6276658580125769,-4.262301685008204
126,3.9090193987267416,-30.443185326941663
127,9.801916779092538,-26.26672270586768
128,-431.87484124667105,249.65000537481137
129,2.6971605725483294,-7.179960683412903
130,1.075736459211394,-8.676099394737797
131,2.2065719648962365,-23.088320532298805
132,15.157338690227418,-23.305984037315817
133,19.03470549627457,-4.154754663707601
134,24.28610572795078,-325.23554002169385
135,20.627695984053773,-42.21587428497501
136,21.780978165971437,-429.33343836426036
137,22.173768971188046,-27.324316495631468
138,34.30273834638321,-2.4786188469383617
139,-14.735046841777649,-11.447281282556
140,0.12425986232558918,-13.426866931633267
141,1.6885798496908981,-10.20634733090814
142,0.05933084534753207,-1.6746940219821158
143,0.28354938268206914,-179.84273463516755
144,2.036222092377386,-50.114734699211105
145,24.495916898016382,10.27332159832173
146,10.044090448746521,-3.764277521013619
147,-9.159581801630925,-12.229971177515342
148,-4.279578165274037,29.458022031588357
149,72.80518165010128,-36.40554961312543
150,18.42840829010132,-9.906454267483918
151,12.715637200182641,-20.216711525441458
152,94.5602086950599,-12.24787507568685
153,0.15915084710710803,-97.16687676363328
154,29.097967751176864,26.598575604824575
155,1.3398017574973848,-0.4199895401331238
156,6.371192516915215,-18.542978215028853
157,8.481512340473827,63.72708653797501
158,4.03968191098826,18.229177075557953
159,1.4112701407814505,-0.8707722473586098
160,10.11999649556031,64.78911797824424
161,12.280216518719138,-28.82412797671368
162,64.22982481625223,-19.978308725605697
163,4.165331540851498,21.970805904664577
164,-2.1510607594070037,-18.819027487251688
165,48.6143826279559,-11.28713970147306
166,92.48254271540685,-10.358338703575514
167,-359.7558473010171,-201.6077623198066
168,16.497141056538492,-25.629539363667533
169,2.847486514023923,-7.374913132446169
170,46.48509483822224,-16.283568268802423
171,1.1027507969414234,28.96858154786762
172,7.5479701253669536,-75.99384810086221
173,13.315260533581965,-20.804183044753458
174,-6.945071927334154,42.58566330099073
175,96.59265370853677,19.373149711498886
176,-17.35503120106712,-5.74821091255101
177,-20.56091259179418,-21.957524987254395
178,46.274727767720606,-67.4248801340721
179,5.042635265724888,279.0451459103951
180,3.758315460950096,-75.62904868308505
181,23.491640812479744,7.0038511474627665
182,-15.631640068672981,-95.20412407630921
183,42.816454745910676,-2.6786599987308786
184,-14.07674990928648,37.01872168586344
185,-0.09380487940486984,-6.16548289503567
186,2.695622922362655,-14.543943606240493
187,0.8141805534032572,19.8446248484528
188,65.75629101926687,288.05916803275215
189,2.2571587315125066,-1.1678207548694175
190,-6.378043805987993,-11.568814892173421
191,39.93922579923054,-79.21279241407171
192,-3.8228349600821,-9.335218792344524
193,-3.6126077044240006,-8.577609450471034
194,20.333734016663197,-2.552848759980237
195,-102.40803305751186,-28.145164321864268
196,21.799342379383592,-521.0708600409204
197,0.4364807494219315,-2.1149446791405375
198,2.9503699219777793,-50.025087708906206
199,37.204684275621055,-26.5414675542286
