episode,maker_reward,arb_reward
0,38.842378943417245,47.33653987460485
1,36.717798941241504,-5.478068295397008
2,0.5176294867517108,-28.58262114902668
3,6.9504332376727,203.78664026402214
4,7.163532810690036,-2.5891754954356894
5,-0.5257523349827267,-16.9616622200173
6,18.841727781978612,22.538522751370188
7,4.315176947461586,-25.77617102084986
8,1.6188762782623354,-6.773579621348875
9,-0.4065188729615752,-9.135092399287307
10,-17.863631477206976,-20.830798789247815
11,5.672127770542644,-7.155462378062588
12,14.551437942671056,-34.88095929538345
13,0.28246814772713225,-29.461124109232127
14,-9.034563984241963,-92.82225958023776
15,-26.52420511297923,104.0673461633121
16,10.31809953572669,-18.092717399204407
17,11.538133040467986,-6.70430155720682
18,-82.92491080314448,-105.6962660156627
19,38.98967345258548,-76.52094592733836
20,24.71985346799452,4.31646129600994
21,1.6490383423671484,-18.57494656839435
22,1.4768336129055422,-49.53468468033689
23,11.425001295640998,-14.74740163815751
24,-3.3603721861154674,-26.300835778396955
25,71.84258429194362,-82.93890198131585
26,26.821616989864673,-9.61033607076885
27,0.25085324770804995,-8.466135389154926
28,1.2195182147055177,-9.398318370004175
29,15.068098063307227,7.176032887812636
30,3.179241926535225,-7.278089203960296
31,1.074921961771269,-8.043380991337207
32,122.47795250146258,-31.33230337552538
33,-0.8513938924519041,-56.57358591515526
34,-1.4020932779989816,-36.60400763666505
35,0.8445248448957768,-9.640073325949192
36,75.391955511698,-52.435146203248934
37,9.205149903066085,-12.4811851122126
38,10.02158022197232,1.689478330814263
39,3.379207101268015,-8.897782902380298
40,28.059025314361218,-63.62447980605638
41,43.470149884202556,-87.67771864700154
42,12.19581565623672,-6.3636222833093505
43,-1.060865422103348,-5.427142837601484
44,2.0663636123188174,-3.2770818037200464
45,-3.243586125501401,-160.624150993039
46,-43.6049764943224,118.36412272118237
47,9.35391846797667,-49.063815425410574
48,-3.690956380244034,-2.1426455508884903
49,-0.20828068016449383,-70.47958369401631
50,8.042247573282589,-5.379985191100687
51,18.107140212698447,-99.48891742416171
52,-39.416507801882524,29.266700292123808
53,53.777057138588354,-5.28571705730444
54,62.27824271972052,52.48516916301344
55,3.7223414248071904,9.124927111515147
56,27.897076590816614,0.4851463914807014
57,18.404228415903376,-9.996273725929116
58,-6.419998221526818,87.37176251959492
59,5.80725203227334,15.007933090318232
60,79.0494822359336,-12.39110691795272
61,-5.4171537897197775,-7.94036157838905
62,4.918813621668047,-12.115189542808324
63,1.3712951170742134,-6.24463653319129
64,21.447857120491527,-165.72792452268018
65,18.032550818706927,-23.517578635571503
66,-6.471248811858687,-54.50717226542302
67,22.919483081704385,37.46321379194843
68,0.15470445633451915,-220.7295776583949
69,12.578298455449222,-284.4856800394735
70,-7.300088281238696,93.95867827270693
71,2.808173801302034,-75.62584355582956
72,-19.58997569245088,-32.41956731024875
73,-37.47259390435294,-1.9798489299517377
74,-4.445775287159072,17.433736797040087
75,-1.0516039933665953,-5.699195700143054
76,14.825497328536414,-80.97504443476153
77,96.4674991725401,142.2907394251701
78,1.9981519326750647,-20.14424614480975
79,2.6235490312650134,2.580643702797456
80,18.50531291237225,-17.62445369786684
81,0.11293637665561189,-2.212484642451667
82,16.120534988249222,-1.0136442963724546
83,-11.773427199007486,10.793986664127925
84,5.5685276704596465,-53.96943720245556
85,25.94797295949146,-39.28745683750026
